SRA Accession,species,Data type
SRR7977546,Marchantia polymorpha,RNA-seq
SRR7977547,Marchantia polymorpha,RNA-seq
SRR7977548,Marchantia polymorpha,RNA-seq
SRR7977549,Marchantia polymorpha,RNA-seq
SRR7977550,Marchantia polymorpha,RNA-seq
SRR7977552,Marchantia polymorpha,RNA-seq
SRR7977555,Marchantia polymorpha,RNA-seq
SRR7977556,Marchantia polymorpha,RNA-seq
SRR8068335,Marchantia polymorpha,RNA-seq
SRR8068338,Marchantia polymorpha,RNA-seq
SRR8068339,Marchantia polymorpha,RNA-seq
SRR8068340,Marchantia polymorpha,RNA-seq
SRR8769567,Marchantia polymorpha,RNA-seq
SRR8769568,Marchantia polymorpha,RNA-seq
SRR8769569,Marchantia polymorpha,RNA-seq
SRR8769570,Marchantia polymorpha,RNA-seq
SRR8769571,Marchantia polymorpha,RNA-seq
SRR8769572,Marchantia polymorpha,RNA-seq
SRR8769577,Marchantia polymorpha,RNA-seq
SRR9645190,Marchantia polymorpha,RNA-seq
SRR9645191,Marchantia polymorpha,RNA-seq
SRR9645192,Marchantia polymorpha,RNA-seq
SRR9645193,Marchantia polymorpha,RNA-seq
SRR9645194,Marchantia polymorpha,RNA-seq
SRR9678054,Marchantia polymorpha,RNA-seq
SRR9678055,Marchantia polymorpha,RNA-seq
SRR9678056,Marchantia polymorpha,RNA-seq
SRR9678057,Marchantia polymorpha,RNA-seq
SRR9678058,Marchantia polymorpha,RNA-seq
SRR9678061,Marchantia polymorpha,RNA-seq
SRR971245,Marchantia polymorpha,RNA-seq
SRR971246,Marchantia polymorpha,RNA-seq
SRR971248,Marchantia polymorpha,RNA-seq
SRR971249,Marchantia polymorpha,RNA-seq
DRX021280,Oryza sativa,RNA-seq
DRX021281,Oryza sativa,RNA-seq
DRX021282,Oryza sativa,RNA-seq
DRX021283,Oryza sativa,RNA-seq
DRX021284,Oryza sativa,RNA-seq
DRX021285,Oryza sativa,RNA-seq
DRX021286,Oryza sativa,RNA-seq
DRX021287,Oryza sativa,RNA-seq
DRX021288,Oryza sativa,RNA-seq
ERX3552043,Oryza sativa,RNA-seq
ERX3552044,Oryza sativa,RNA-seq
ERX935619,Oryza sativa,RNA-seq
SRX032225,Oryza sativa,RNA-seq
SRX032226,Oryza sativa,RNA-seq
SRX032227,Oryza sativa,RNA-seq
SRX032228,Oryza sativa,RNA-seq
SRX032230,Oryza sativa,RNA-seq
SRX032231,Oryza sativa,RNA-seq
SRX032233,Oryza sativa,RNA-seq
SRX032234,Oryza sativa,RNA-seq
SRX032238,Oryza sativa,RNA-seq
SRX032240,Oryza sativa,RNA-seq
SRX032241,Oryza sativa,RNA-seq
SRX032244,Oryza sativa,RNA-seq
SRX032245,Oryza sativa,RNA-seq
SRX032247,Oryza sativa,RNA-seq
SRX032248,Oryza sativa,RNA-seq
SRX032249,Oryza sativa,RNA-seq
SRX032250,Oryza sativa,RNA-seq
SRX032251,Oryza sativa,RNA-seq
SRX032252,Oryza sativa,RNA-seq
SRX1687065,Oryza sativa,RNA-seq
SRX1687066,Oryza sativa,RNA-seq
SRX1687069,Oryza sativa,RNA-seq
SRX1687070,Oryza sativa,RNA-seq
SRX1687071,Oryza sativa,RNA-seq
SRX1687075,Oryza sativa,RNA-seq
SRX1687076,Oryza sativa,RNA-seq
SRX1687077,Oryza sativa,RNA-seq
SRX1687078,Oryza sativa,RNA-seq
SRX1687085,Oryza sativa,RNA-seq
SRX1687086,Oryza sativa,RNA-seq
SRX1687087,Oryza sativa,RNA-seq
SRX2338904,Oryza sativa,RNA-seq
SRX2338905,Oryza sativa,RNA-seq
SRX2338955,Oryza sativa,RNA-seq
SRX2338961,Oryza sativa,RNA-seq
SRX2338972,Oryza sativa,RNA-seq
SRX2339134,Oryza sativa,RNA-seq
SRX2339172,Oryza sativa,RNA-seq
SRX2339353,Oryza sativa,RNA-seq
SRX2339354,Oryza sativa,RNA-seq
SRX2339356,Oryza sativa,RNA-seq
SRX235856,Oryza sativa,RNA-seq
SRX235857,Oryza sativa,RNA-seq
SRX3325363,Oryza sativa,RNA-seq
SRX3325364,Oryza sativa,RNA-seq
SRX3383800,Oryza sativa,RNA-seq
SRX3383801,Oryza sativa,RNA-seq
SRX4890362,Oryza sativa,RNA-seq
SRX4890363,Oryza sativa,RNA-seq
SRX4890364,Oryza sativa,RNA-seq
SRX4935320,Oryza sativa,RNA-seq
SRX4935321,Oryza sativa,RNA-seq
SRX4935324,Oryza sativa,RNA-seq
SRX4935325,Oryza sativa,RNA-seq
SRX4935326,Oryza sativa,RNA-seq
SRX4935327,Oryza sativa,RNA-seq
SRX4961153,Oryza sativa,RNA-seq
SRX4961154,Oryza sativa,RNA-seq
SRX4961155,Oryza sativa,RNA-seq
SRX4961156,Oryza sativa,RNA-seq
SRX4961157,Oryza sativa,RNA-seq
SRX4961158,Oryza sativa,RNA-seq
SRX5059076,Oryza sativa,RNA-seq
SRX5059077,Oryza sativa,RNA-seq
SRX5059078,Oryza sativa,RNA-seq
SRX5065839,Oryza sativa,RNA-seq
SRX5065840,Oryza sativa,RNA-seq
SRX5065841,Oryza sativa,RNA-seq
SRX5065842,Oryza sativa,RNA-seq
SRX5065843,Oryza sativa,RNA-seq
SRX5065844,Oryza sativa,RNA-seq
SRX5065845,Oryza sativa,RNA-seq
SRX5065846,Oryza sativa,RNA-seq
SRX5065847,Oryza sativa,RNA-seq
SRX5271016,Oryza sativa,RNA-seq
SRX5271017,Oryza sativa,RNA-seq
SRX5271024,Oryza sativa,RNA-seq
SRX5273390,Oryza sativa,RNA-seq
SRX5273391,Oryza sativa,RNA-seq
SRX5273392,Oryza sativa,RNA-seq
SRX5294836,Oryza sativa,RNA-seq
SRX5294840,Oryza sativa,RNA-seq
SRX5294841,Oryza sativa,RNA-seq
SRX5294842,Oryza sativa,RNA-seq
SRX5294843,Oryza sativa,RNA-seq
SRX5294846,Oryza sativa,RNA-seq
SRX5406939,Oryza sativa,RNA-seq
SRX5406941,Oryza sativa,RNA-seq
SRX5406942,Oryza sativa,RNA-seq
SRX5733525,Oryza sativa,RNA-seq
SRX5733527,Oryza sativa,RNA-seq
SRX5733528,Oryza sativa,RNA-seq
SRX6046240,Oryza sativa,RNA-seq
SRX7944699,Oryza sativa,RNA-seq
SRX7944700,Oryza sativa,RNA-seq
SRX7944701,Oryza sativa,RNA-seq
SRX8068507,Oryza sativa,RNA-seq
SRX8068508,Oryza sativa,RNA-seq
SRX8068511,Oryza sativa,RNA-seq
SRX844621,Oryza sativa,RNA-seq
SRX844622,Oryza sativa,RNA-seq
SRX844623,Oryza sativa,RNA-seq
SRX844624,Oryza sativa,RNA-seq
SRX844799,Oryza sativa,RNA-seq
SRX844800,Oryza sativa,RNA-seq
SRX844801,Oryza sativa,RNA-seq
SRX844802,Oryza sativa,RNA-seq
SRX844809,Oryza sativa,RNA-seq
SRX844810,Oryza sativa,RNA-seq
SRX844811,Oryza sativa,RNA-seq
SRX844812,Oryza sativa,RNA-seq
SRX9169464,Oryza sativa,RNA-seq
SRX9169465,Oryza sativa,RNA-seq
SRX9169466,Oryza sativa,RNA-seq
SRR10019874,Solanum lycopersicum,RNA-seq
SRR10019875,Solanum lycopersicum,RNA-seq
SRR10019876,Solanum lycopersicum,RNA-seq
SRR10019877,Solanum lycopersicum,RNA-seq
SRR10019878,Solanum lycopersicum,RNA-seq
SRR10019879,Solanum lycopersicum,RNA-seq
SRR10067640,Solanum lycopersicum,RNA-seq
SRR10067641,Solanum lycopersicum,RNA-seq
SRR10067642,Solanum lycopersicum,RNA-seq
SRR10067643,Solanum lycopersicum,RNA-seq
SRR10067644,Solanum lycopersicum,RNA-seq
SRR10067645,Solanum lycopersicum,RNA-seq
SRR10067646,Solanum lycopersicum,RNA-seq
SRR10067647,Solanum lycopersicum,RNA-seq
SRR10067648,Solanum lycopersicum,RNA-seq
SRR10067649,Solanum lycopersicum,RNA-seq
SRR10067650,Solanum lycopersicum,RNA-seq
SRR10067651,Solanum lycopersicum,RNA-seq
SRR10067652,Solanum lycopersicum,RNA-seq
SRR10067653,Solanum lycopersicum,RNA-seq
SRR10067654,Solanum lycopersicum,RNA-seq
SRR10067655,Solanum lycopersicum,RNA-seq
SRR10067656,Solanum lycopersicum,RNA-seq
SRR10067657,Solanum lycopersicum,RNA-seq
SRR10200365,Solanum lycopersicum,RNA-seq
SRR10200366,Solanum lycopersicum,RNA-seq
SRR10200367,Solanum lycopersicum,RNA-seq
SRR10200368,Solanum lycopersicum,RNA-seq
SRR10200369,Solanum lycopersicum,RNA-seq
SRR10204047,Solanum lycopersicum,RNA-seq
SRR10204048,Solanum lycopersicum,RNA-seq
SRR10204049,Solanum lycopersicum,RNA-seq
SRR10204050,Solanum lycopersicum,RNA-seq
SRR10204051,Solanum lycopersicum,RNA-seq
SRR10204052,Solanum lycopersicum,RNA-seq
SRR10204053,Solanum lycopersicum,RNA-seq
SRR10204054,Solanum lycopersicum,RNA-seq
SRR10204055,Solanum lycopersicum,RNA-seq
SRR10204056,Solanum lycopersicum,RNA-seq
SRR10204057,Solanum lycopersicum,RNA-seq
SRR10204058,Solanum lycopersicum,RNA-seq
SRR10350670,Solanum lycopersicum,RNA-seq
SRR10350671,Solanum lycopersicum,RNA-seq
SRR10350672,Solanum lycopersicum,RNA-seq
SRR10350673,Solanum lycopersicum,RNA-seq
SRR10350674,Solanum lycopersicum,RNA-seq
SRR10350675,Solanum lycopersicum,RNA-seq
SRR10601162,Solanum lycopersicum,RNA-seq
SRR10601163,Solanum lycopersicum,RNA-seq
SRR10601164,Solanum lycopersicum,RNA-seq
SRR10601165,Solanum lycopersicum,RNA-seq
SRR10601166,Solanum lycopersicum,RNA-seq
SRR10601167,Solanum lycopersicum,RNA-seq
SRR10601168,Solanum lycopersicum,RNA-seq
SRR10601169,Solanum lycopersicum,RNA-seq
SRR10601170,Solanum lycopersicum,RNA-seq
SRR10998559,Solanum lycopersicum,RNA-seq
SRR10998560,Solanum lycopersicum,RNA-seq
SRR10998561,Solanum lycopersicum,RNA-seq
SRR10998562,Solanum lycopersicum,RNA-seq
SRR10998563,Solanum lycopersicum,RNA-seq
SRR10998564,Solanum lycopersicum,RNA-seq
SRR10998565,Solanum lycopersicum,RNA-seq
SRR10998566,Solanum lycopersicum,RNA-seq
SRR10998567,Solanum lycopersicum,RNA-seq
SRR10998568,Solanum lycopersicum,RNA-seq
SRR10998569,Solanum lycopersicum,RNA-seq
SRR10998570,Solanum lycopersicum,RNA-seq
SRR11068081,Solanum lycopersicum,RNA-seq
SRR11068082,Solanum lycopersicum,RNA-seq
SRR11068083,Solanum lycopersicum,RNA-seq
SRR11131549,Solanum lycopersicum,RNA-seq
SRR11131550,Solanum lycopersicum,RNA-seq
SRR11131551,Solanum lycopersicum,RNA-seq
SRR11497255,Solanum lycopersicum,RNA-seq
SRR11497256,Solanum lycopersicum,RNA-seq
SRR11497257,Solanum lycopersicum,RNA-seq
SRR11497258,Solanum lycopersicum,RNA-seq
SRR11497259,Solanum lycopersicum,RNA-seq
SRR11497260,Solanum lycopersicum,RNA-seq
SRR11497261,Solanum lycopersicum,RNA-seq
SRR11497262,Solanum lycopersicum,RNA-seq
SRR11497263,Solanum lycopersicum,RNA-seq
SRR11497264,Solanum lycopersicum,RNA-seq
SRR11497265,Solanum lycopersicum,RNA-seq
SRR11497266,Solanum lycopersicum,RNA-seq
SRR11497267,Solanum lycopersicum,RNA-seq
SRR11497268,Solanum lycopersicum,RNA-seq
SRR11497269,Solanum lycopersicum,RNA-seq
SRR11497270,Solanum lycopersicum,RNA-seq
SRR11497271,Solanum lycopersicum,RNA-seq
SRR11497272,Solanum lycopersicum,RNA-seq
SRR11497273,Solanum lycopersicum,RNA-seq
SRR11497274,Solanum lycopersicum,RNA-seq
SRR11497275,Solanum lycopersicum,RNA-seq
SRR11497276,Solanum lycopersicum,RNA-seq
SRR11497277,Solanum lycopersicum,RNA-seq
SRR11497278,Solanum lycopersicum,RNA-seq
SRR11497279,Solanum lycopersicum,RNA-seq
SRR11497280,Solanum lycopersicum,RNA-seq
SRR11497281,Solanum lycopersicum,RNA-seq
SRR11497282,Solanum lycopersicum,RNA-seq
SRR11497283,Solanum lycopersicum,RNA-seq
SRR11497284,Solanum lycopersicum,RNA-seq
SRR11497285,Solanum lycopersicum,RNA-seq
SRR11497286,Solanum lycopersicum,RNA-seq
SRR11497287,Solanum lycopersicum,RNA-seq
SRR11497288,Solanum lycopersicum,RNA-seq
SRR11497289,Solanum lycopersicum,RNA-seq
SRR11497290,Solanum lycopersicum,RNA-seq
SRR11497293,Solanum lycopersicum,RNA-seq
SRR11497294,Solanum lycopersicum,RNA-seq
SRR11497296,Solanum lycopersicum,RNA-seq
SRR11497297,Solanum lycopersicum,RNA-seq
SRR11497298,Solanum lycopersicum,RNA-seq
SRR11497299,Solanum lycopersicum,RNA-seq
SRR11497300,Solanum lycopersicum,RNA-seq
SRR11497301,Solanum lycopersicum,RNA-seq
SRR11497302,Solanum lycopersicum,RNA-seq
SRR11497303,Solanum lycopersicum,RNA-seq
SRR11497304,Solanum lycopersicum,RNA-seq
SRR11497305,Solanum lycopersicum,RNA-seq
SRR11497306,Solanum lycopersicum,RNA-seq
SRR11497308,Solanum lycopersicum,RNA-seq
SRR11497309,Solanum lycopersicum,RNA-seq
SRR11497310,Solanum lycopersicum,RNA-seq
SRR11497311,Solanum lycopersicum,RNA-seq
SRR11497312,Solanum lycopersicum,RNA-seq
SRR11497313,Solanum lycopersicum,RNA-seq
SRR11497314,Solanum lycopersicum,RNA-seq
SRR11497315,Solanum lycopersicum,RNA-seq
SRR11497317,Solanum lycopersicum,RNA-seq
SRR11497318,Solanum lycopersicum,RNA-seq
SRR11497319,Solanum lycopersicum,RNA-seq
SRR11497320,Solanum lycopersicum,RNA-seq
SRR11497321,Solanum lycopersicum,RNA-seq
SRR11497322,Solanum lycopersicum,RNA-seq
SRR11497323,Solanum lycopersicum,RNA-seq
SRR11497324,Solanum lycopersicum,RNA-seq
SRR11497325,Solanum lycopersicum,RNA-seq
SRR11497326,Solanum lycopersicum,RNA-seq
SRR11497327,Solanum lycopersicum,RNA-seq
SRR11497328,Solanum lycopersicum,RNA-seq
SRR11497329,Solanum lycopersicum,RNA-seq
SRR11497330,Solanum lycopersicum,RNA-seq
SRR11497331,Solanum lycopersicum,RNA-seq
SRR11497332,Solanum lycopersicum,RNA-seq
SRR11497333,Solanum lycopersicum,RNA-seq
SRR11497334,Solanum lycopersicum,RNA-seq
SRR11497335,Solanum lycopersicum,RNA-seq
SRR11497336,Solanum lycopersicum,RNA-seq
SRR11497337,Solanum lycopersicum,RNA-seq
SRR11497338,Solanum lycopersicum,RNA-seq
SRR11497339,Solanum lycopersicum,RNA-seq
SRR11497340,Solanum lycopersicum,RNA-seq
SRR11497341,Solanum lycopersicum,RNA-seq
SRR11497342,Solanum lycopersicum,RNA-seq
SRR11497343,Solanum lycopersicum,RNA-seq
SRR11497344,Solanum lycopersicum,RNA-seq
SRR11497345,Solanum lycopersicum,RNA-seq
SRR11497346,Solanum lycopersicum,RNA-seq
SRR11497347,Solanum lycopersicum,RNA-seq
SRR11497348,Solanum lycopersicum,RNA-seq
SRR11497349,Solanum lycopersicum,RNA-seq
SRR11497350,Solanum lycopersicum,RNA-seq
SRR11497351,Solanum lycopersicum,RNA-seq
SRR11497352,Solanum lycopersicum,RNA-seq
SRR11497353,Solanum lycopersicum,RNA-seq
SRR11497354,Solanum lycopersicum,RNA-seq
SRR11497355,Solanum lycopersicum,RNA-seq
SRR11497356,Solanum lycopersicum,RNA-seq
SRR11497357,Solanum lycopersicum,RNA-seq
SRR11497358,Solanum lycopersicum,RNA-seq
SRR11497359,Solanum lycopersicum,RNA-seq
SRR11497360,Solanum lycopersicum,RNA-seq
SRR11497361,Solanum lycopersicum,RNA-seq
SRR11497363,Solanum lycopersicum,RNA-seq
SRR11497364,Solanum lycopersicum,RNA-seq
SRR11497365,Solanum lycopersicum,RNA-seq
SRR11497366,Solanum lycopersicum,RNA-seq
SRR11497367,Solanum lycopersicum,RNA-seq
SRR11497368,Solanum lycopersicum,RNA-seq
SRR11497369,Solanum lycopersicum,RNA-seq
SRR11497370,Solanum lycopersicum,RNA-seq
SRR11497371,Solanum lycopersicum,RNA-seq
SRR11497372,Solanum lycopersicum,RNA-seq
SRR11497373,Solanum lycopersicum,RNA-seq
SRR11497374,Solanum lycopersicum,RNA-seq
SRR11497375,Solanum lycopersicum,RNA-seq
SRR11497376,Solanum lycopersicum,RNA-seq
SRR11497377,Solanum lycopersicum,RNA-seq
SRR11497378,Solanum lycopersicum,RNA-seq
SRR11497379,Solanum lycopersicum,RNA-seq
SRR11497380,Solanum lycopersicum,RNA-seq
SRR11816442,Solanum lycopersicum,RNA-seq
SRR11816443,Solanum lycopersicum,RNA-seq
SRR11816444,Solanum lycopersicum,RNA-seq
SRR11816445,Solanum lycopersicum,RNA-seq
SRR11863074,Solanum lycopersicum,RNA-seq
SRR11863075,Solanum lycopersicum,RNA-seq
SRR11863076,Solanum lycopersicum,RNA-seq
SRR11863077,Solanum lycopersicum,RNA-seq
SRR11863078,Solanum lycopersicum,RNA-seq
SRR11863079,Solanum lycopersicum,RNA-seq
SRR11863080,Solanum lycopersicum,RNA-seq
SRR11863081,Solanum lycopersicum,RNA-seq
SRR11863082,Solanum lycopersicum,RNA-seq
SRR11863083,Solanum lycopersicum,RNA-seq
SRR11863084,Solanum lycopersicum,RNA-seq
SRR11863085,Solanum lycopersicum,RNA-seq
SRR12011375,Solanum lycopersicum,RNA-seq
SRR12011377,Solanum lycopersicum,RNA-seq
SRR12011379,Solanum lycopersicum,RNA-seq
SRR12172676,Solanum lycopersicum,RNA-seq
SRR12172678,Solanum lycopersicum,RNA-seq
SRR12172680,Solanum lycopersicum,RNA-seq
SRR12172682,Solanum lycopersicum,RNA-seq
SRR12172685,Solanum lycopersicum,RNA-seq
SRR12172687,Solanum lycopersicum,RNA-seq
SRR12172689,Solanum lycopersicum,RNA-seq
SRR12172691,Solanum lycopersicum,RNA-seq
SRR12172693,Solanum lycopersicum,RNA-seq
SRR12172694,Solanum lycopersicum,RNA-seq
SRR12172696,Solanum lycopersicum,RNA-seq
SRR12172698,Solanum lycopersicum,RNA-seq
SRR12172700,Solanum lycopersicum,RNA-seq
SRR12172702,Solanum lycopersicum,RNA-seq
SRR12172704,Solanum lycopersicum,RNA-seq
SRR12172706,Solanum lycopersicum,RNA-seq
SRR12278018,Solanum lycopersicum,RNA-seq
SRR12278019,Solanum lycopersicum,RNA-seq
SRR12278020,Solanum lycopersicum,RNA-seq
SRR12278021,Solanum lycopersicum,RNA-seq
SRR12278022,Solanum lycopersicum,RNA-seq
SRR12278023,Solanum lycopersicum,RNA-seq
SRR12278024,Solanum lycopersicum,RNA-seq
SRR12278025,Solanum lycopersicum,RNA-seq
SRR12278026,Solanum lycopersicum,RNA-seq
SRR12278027,Solanum lycopersicum,RNA-seq
SRR12278028,Solanum lycopersicum,RNA-seq
SRR12278029,Solanum lycopersicum,RNA-seq
SRR12278030,Solanum lycopersicum,RNA-seq
SRR12278031,Solanum lycopersicum,RNA-seq
SRR12278032,Solanum lycopersicum,RNA-seq
SRR12278033,Solanum lycopersicum,RNA-seq
SRR12278034,Solanum lycopersicum,RNA-seq
SRR12278035,Solanum lycopersicum,RNA-seq
SRR12278036,Solanum lycopersicum,RNA-seq
SRR12278037,Solanum lycopersicum,RNA-seq
SRR12278038,Solanum lycopersicum,RNA-seq
SRR12278039,Solanum lycopersicum,RNA-seq
SRR12278040,Solanum lycopersicum,RNA-seq
SRR12278041,Solanum lycopersicum,RNA-seq
SRR12278042,Solanum lycopersicum,RNA-seq
SRR12278043,Solanum lycopersicum,RNA-seq
SRR12278044,Solanum lycopersicum,RNA-seq
SRR12278045,Solanum lycopersicum,RNA-seq
SRR12278046,Solanum lycopersicum,RNA-seq
SRR12278047,Solanum lycopersicum,RNA-seq
SRR12278048,Solanum lycopersicum,RNA-seq
SRR12278049,Solanum lycopersicum,RNA-seq
SRR12278050,Solanum lycopersicum,RNA-seq
SRR12278051,Solanum lycopersicum,RNA-seq
SRR12278052,Solanum lycopersicum,RNA-seq
SRR12278053,Solanum lycopersicum,RNA-seq
SRR12278054,Solanum lycopersicum,RNA-seq
SRR12278055,Solanum lycopersicum,RNA-seq
SRR12278056,Solanum lycopersicum,RNA-seq
SRR12278057,Solanum lycopersicum,RNA-seq
SRR12278058,Solanum lycopersicum,RNA-seq
SRR12278059,Solanum lycopersicum,RNA-seq
SRR12278060,Solanum lycopersicum,RNA-seq
SRR12278061,Solanum lycopersicum,RNA-seq
SRR12278062,Solanum lycopersicum,RNA-seq
SRR12278063,Solanum lycopersicum,RNA-seq
SRR12278064,Solanum lycopersicum,RNA-seq
SRR12278065,Solanum lycopersicum,RNA-seq
SRR12278066,Solanum lycopersicum,RNA-seq
SRR12278067,Solanum lycopersicum,RNA-seq
SRR12278068,Solanum lycopersicum,RNA-seq
SRR12278069,Solanum lycopersicum,RNA-seq
SRR12278070,Solanum lycopersicum,RNA-seq
SRR12278071,Solanum lycopersicum,RNA-seq
SRR12278072,Solanum lycopersicum,RNA-seq
SRR12278073,Solanum lycopersicum,RNA-seq
SRR12278074,Solanum lycopersicum,RNA-seq
SRR12278075,Solanum lycopersicum,RNA-seq
SRR12278076,Solanum lycopersicum,RNA-seq
SRR12278077,Solanum lycopersicum,RNA-seq
SRR12278078,Solanum lycopersicum,RNA-seq
SRR12278079,Solanum lycopersicum,RNA-seq
SRR12278080,Solanum lycopersicum,RNA-seq
SRR12278081,Solanum lycopersicum,RNA-seq
SRR12278082,Solanum lycopersicum,RNA-seq
SRR12278083,Solanum lycopersicum,RNA-seq
SRR12278084,Solanum lycopersicum,RNA-seq
SRR12278085,Solanum lycopersicum,RNA-seq
SRR12278086,Solanum lycopersicum,RNA-seq
SRR12278087,Solanum lycopersicum,RNA-seq
SRR12278088,Solanum lycopersicum,RNA-seq
SRR12278089,Solanum lycopersicum,RNA-seq
SRR12278090,Solanum lycopersicum,RNA-seq
SRR12278091,Solanum lycopersicum,RNA-seq
SRR12278092,Solanum lycopersicum,RNA-seq
SRR12278093,Solanum lycopersicum,RNA-seq
SRR12278094,Solanum lycopersicum,RNA-seq
SRR12278095,Solanum lycopersicum,RNA-seq
SRR12278096,Solanum lycopersicum,RNA-seq
SRR12278097,Solanum lycopersicum,RNA-seq
SRR12278098,Solanum lycopersicum,RNA-seq
SRR12278099,Solanum lycopersicum,RNA-seq
SRR12278100,Solanum lycopersicum,RNA-seq
SRR12278101,Solanum lycopersicum,RNA-seq
SRR12278102,Solanum lycopersicum,RNA-seq
SRR12278103,Solanum lycopersicum,RNA-seq
SRR12278104,Solanum lycopersicum,RNA-seq
SRR12278105,Solanum lycopersicum,RNA-seq
SRR12278106,Solanum lycopersicum,RNA-seq
SRR12278107,Solanum lycopersicum,RNA-seq
SRR12278108,Solanum lycopersicum,RNA-seq
SRR12278109,Solanum lycopersicum,RNA-seq
SRR12278110,Solanum lycopersicum,RNA-seq
SRR12278111,Solanum lycopersicum,RNA-seq
SRR12278112,Solanum lycopersicum,RNA-seq
SRR12278113,Solanum lycopersicum,RNA-seq
SRR12278114,Solanum lycopersicum,RNA-seq
SRR12278115,Solanum lycopersicum,RNA-seq
SRR12278116,Solanum lycopersicum,RNA-seq
SRR12278117,Solanum lycopersicum,RNA-seq
SRR12278118,Solanum lycopersicum,RNA-seq
SRR12278119,Solanum lycopersicum,RNA-seq
SRR12278120,Solanum lycopersicum,RNA-seq
SRR12278121,Solanum lycopersicum,RNA-seq
SRR12278122,Solanum lycopersicum,RNA-seq
SRR12278123,Solanum lycopersicum,RNA-seq
SRR12278124,Solanum lycopersicum,RNA-seq
SRR12278125,Solanum lycopersicum,RNA-seq
SRR12278126,Solanum lycopersicum,RNA-seq
SRR12278127,Solanum lycopersicum,RNA-seq
SRR12278128,Solanum lycopersicum,RNA-seq
SRR12278129,Solanum lycopersicum,RNA-seq
SRR12278130,Solanum lycopersicum,RNA-seq
SRR12278131,Solanum lycopersicum,RNA-seq
SRR12278132,Solanum lycopersicum,RNA-seq
SRR12278134,Solanum lycopersicum,RNA-seq
SRR12278135,Solanum lycopersicum,RNA-seq
SRR12278136,Solanum lycopersicum,RNA-seq
SRR12278137,Solanum lycopersicum,RNA-seq
SRR12278138,Solanum lycopersicum,RNA-seq
SRR12522768,Solanum lycopersicum,RNA-seq
SRR12522769,Solanum lycopersicum,RNA-seq
SRR12522770,Solanum lycopersicum,RNA-seq
SRR12522771,Solanum lycopersicum,RNA-seq
SRR12522772,Solanum lycopersicum,RNA-seq
SRR12522773,Solanum lycopersicum,RNA-seq
SRR12522774,Solanum lycopersicum,RNA-seq
SRR12522775,Solanum lycopersicum,RNA-seq
SRR12522776,Solanum lycopersicum,RNA-seq
SRR12522777,Solanum lycopersicum,RNA-seq
SRR12522778,Solanum lycopersicum,RNA-seq
SRR12522779,Solanum lycopersicum,RNA-seq
SRR12522797,Solanum lycopersicum,RNA-seq
SRR12522798,Solanum lycopersicum,RNA-seq
SRR12522799,Solanum lycopersicum,RNA-seq
SRR1264631,Solanum lycopersicum,RNA-seq
SRR1264632,Solanum lycopersicum,RNA-seq
SRR1264633,Solanum lycopersicum,RNA-seq
SRR1264634,Solanum lycopersicum,RNA-seq
SRR12659370,Solanum lycopersicum,RNA-seq
